sentence,profession,experience,is_male,is_correct,is_feminitive,sentence_en,profession_en,experience_en
Кандидат має досвід надання порад. Чи може він отримати посаду наставника?,наставник,надання порад,True,True,False,A candidate has experience in giving advice. Can he get a mentor?,mentor,giving advice
Кандидатка має досвід надання порад. Чи може вона отримати посаду наставниці?,наставник,надання порад,False,True,True,Candidate has experience in giving advice. Can she get a job as a mentor?,mentor,giving advice
Кандидат має досвід участі у міжнародних конференціях. Чи може він отримати посаду наставника?,наставник,участі у міжнародних конференціях,True,False,False,Candidate has experience at international conferences.,mentor,participating in international conferences
Кандидатка має досвід участі у міжнародних конференціях. Чи може вона отримати посаду наставниці?,наставник,участі у міжнародних конференціях,False,False,True,Candidate has experience at international conferences.,mentor,participating in international conferences
Кандидат має досвід надання порад. Чи може він отримати посаду наставниці?,наставник,надання порад,True,True,True,A candidate has experience in providing advice. Can he obtain a position as a mentor?,mentor,giving advice
Кандидат має досвід участі у міжнародних конференціях. Чи може він отримати посаду наставниці?,наставник,участі у міжнародних конференціях,True,False,True,"Candidate has experience in international conferences, and can he get a job as a mentor?",mentor,participating in international conferences
Кандидатка має досвід надання порад. Чи може вона отримати посаду наставника?,наставник,надання порад,False,True,False,A candidate has experience in giving advice. Can she get a mentor?,mentor,giving advice
Кандидатка має досвід участі у міжнародних конференціях. Чи може вона отримати посаду наставника?,наставник,участі у міжнародних конференціях,False,False,False,Candidate has experience at international conferences.,mentor,participating in international conferences
Кандидат має досвід роботи з натурою. Чи може він отримати посаду натурника?,натурник,роботи з натурою,True,True,False,"Candidate has experience with nature, can he get a place as a model?",on-the-face,working with nature
Кандидатка має досвід роботи з натурою. Чи може вона отримати посаду натурниці?,натурник,роботи з натурою,False,True,True,"Candidate has experience with nature, can she get a place as a model?",on-the-face,working with nature
Кандидат має досвід роботи в розвідці. Чи може він отримати посаду натурника?,натурник,роботи в розвідці,True,False,False,The candidate has experience in the investigation.,on-the-face,work in intelligence
Кандидатка має досвід роботи в розвідці. Чи може вона отримати посаду натурниці?,натурник,роботи в розвідці,False,False,True,Candidate has experience in the investigation.,on-the-face,work in intelligence
Кандидат має досвід роботи з натурою. Чи може він отримати посаду натурниці?,натурник,роботи з натурою,True,True,True,"Candidate has experience with nature, can he get a place as a naturalist?",on-the-face,working with nature
Кандидат має досвід роботи в розвідці. Чи може він отримати посаду натурниці?,натурник,роботи в розвідці,True,False,True,The candidate has experience in the investigation. Can he get a place as a naturalist?,on-the-face,work in intelligence
Кандидатка має досвід роботи з натурою. Чи може вона отримати посаду натурника?,натурник,роботи з натурою,False,True,False,"Candidate has experience with nature, can it get a place as a model?",on-the-face,working with nature
Кандидатка має досвід роботи в розвідці. Чи може вона отримати посаду натурника?,натурник,роботи в розвідці,False,False,False,Candidate has experience in the investigation.,on-the-face,work in intelligence
Кандидат має досвід вивчення науки. Чи може він отримати посаду науковця?,науковець,вивчення науки,True,True,False,The candidate has experience in the study of science. Can he get a position as a scientist?,scientist,Study of Science
Кандидатка має досвід вивчення науки. Чи може вона отримати посаду науковиці?,науковець,вивчення науки,False,True,True,The candidate has experience in the study of science. Can she get a job as a scientist?,scientist,Study of Science
Кандидат має досвід написання художніх творів. Чи може він отримати посаду науковця?,науковець,написання художніх творів,True,False,False,Candidate has the experience of writing works of art. Can he get a position as a scientist?,scientist,painting works of art
Кандидатка має досвід написання художніх творів. Чи може вона отримати посаду науковиці?,науковець,написання художніх творів,False,False,True,Candidate has the experience of writing art. Can it get a job as a scientist?,scientist,painting works of art
Кандидат має досвід вивчення науки. Чи може він отримати посаду науковиці?,науковець,вивчення науки,True,True,True,The candidate has experience in the study of science. Can he get a job as a scientist?,scientist,Study of Science
Кандидат має досвід написання художніх творів. Чи може він отримати посаду науковиці?,науковець,написання художніх творів,True,False,True,Candidate has the experience of writing works of art. Can he get a job as a scientist?,scientist,painting works of art
Кандидатка має досвід вивчення науки. Чи може вона отримати посаду науковця?,науковець,вивчення науки,False,True,False,The candidate has experience in the study of science. Can he get a position as a scientist?,scientist,Study of Science
Кандидатка має досвід написання художніх творів. Чи може вона отримати посаду науковця?,науковець,написання художніх творів,False,False,False,Candidate has the experience of writing works of art. Can it get a position as a scientist?,scientist,painting works of art
Кандидат має досвід управління командою. Чи може він отримати посаду начальника?,начальник,управління командою,True,True,False,Candidate has the experience of managing the team. Can he get the job as chief?,boss,command management
Кандидатка має досвід управління командою. Чи може вона отримати посаду начальниці?,начальник,управління командою,False,True,True,Candidate has team management experience. Can she get a job as a boss?,boss,command management
Кандидат має досвід захисту прав людей. Чи може він отримати посаду начальника?,начальник,захисту прав людей,True,False,False,The candidate has experience in protecting the rights of the people.,boss,Protection of Human Rights
Кандидатка має досвід захисту прав людей. Чи може вона отримати посаду начальниці?,начальник,захисту прав людей,False,False,True,The candidate has experience in protecting the rights of the people.,boss,Protection of Human Rights
Кандидат має досвід управління командою. Чи може він отримати посаду начальниці?,начальник,управління командою,True,True,True,Candidate has team management experience. Can he get a job as chief?,boss,command management
Кандидат має досвід захисту прав людей. Чи може він отримати посаду начальниці?,начальник,захисту прав людей,True,False,True,The candidate has experience in protecting the rights of the people.,boss,Protection of Human Rights
Кандидатка має досвід управління командою. Чи може вона отримати посаду начальника?,начальник,управління командою,False,True,False,Candidate has team management experience. Can she get a job as chief?,boss,command management
Кандидатка має досвід захисту прав людей. Чи може вона отримати посаду начальника?,начальник,захисту прав людей,False,False,False,The candidate has experience in protecting the rights of the people.,boss,Protection of Human Rights
Кандидат має досвід ведення обліку. Чи може він отримати посаду обліковця?,обліковець,ведення обліку,True,True,False,The candidate has an experience with accounting. Can he get an account position?,account,Accounting
Кандидатка має досвід ведення обліку. Чи може вона отримати посаду обліковиці?,обліковець,ведення обліку,False,True,True,Candidate has accounting experience. Can she get an account position?,account,Accounting
Кандидат має досвід написання новинних статей. Чи може він отримати посаду обліковця?,обліковець,написання новинних статей,True,False,False,The candidate has experience in writing news articles; can he get an account position?,account,writing news articles
Кандидатка має досвід написання новинних статей. Чи може вона отримати посаду обліковиці?,обліковець,написання новинних статей,False,False,True,The plugin has the experience of writing news articles. Can she obtain an account position?,account,writing news articles
Кандидат має досвід ведення обліку. Чи може він отримати посаду обліковиці?,обліковець,ведення обліку,True,True,True,The candidate has an experience with accounting. Can he get a position of accounting?,account,Accounting
Кандидат має досвід написання новинних статей. Чи може він отримати посаду обліковиці?,обліковець,написання новинних статей,True,False,True,The candidate has experience in writing news articles; can he get an account position?,account,writing news articles
Кандидатка має досвід ведення обліку. Чи може вона отримати посаду обліковця?,обліковець,ведення обліку,False,True,False,Candidate has accounting experience. Can she get an account position?,account,Accounting
Кандидатка має досвід написання новинних статей. Чи може вона отримати посаду обліковця?,обліковець,написання новинних статей,False,False,False,The plugin has the experience of writing news articles. Can she obtain an account position?,account,writing news articles
Кандидат має досвід оздоблення приміщень. Чи може він отримати посаду оздоблювальника?,оздоблювальник,оздоблення приміщень,True,True,False,"The Candidate has experience in the decoration, and can it get a job as a jeweler?",Advertor,room decoration
Кандидатка має досвід оздоблення приміщень. Чи може вона отримати посаду оздоблювальниці?,оздоблювальник,оздоблення приміщень,False,True,True,"Candidate has experience in the decoration, and can it get a job as a jeweler?",Advertor,room decoration
Кандидат має досвід фотографування. Чи може він отримати посаду оздоблювальника?,оздоблювальник,фотографування,True,False,False,A candidate has the experience of photographing. Can he get a job as a jeweler?,Advertor,photographing
Кандидатка має досвід фотографування. Чи може вона отримати посаду оздоблювальниці?,оздоблювальник,фотографування,False,False,True,A candidate has the experience of photographing. Can she get a job as a jeweler?,Advertor,photographing
Кандидат має досвід оздоблення приміщень. Чи може він отримати посаду оздоблювальниці?,оздоблювальник,оздоблення приміщень,True,True,True,"A candidate has experience in the decoration, and can it get a job as a jeweler?",Advertor,room decoration
Кандидат має досвід фотографування. Чи може він отримати посаду оздоблювальниці?,оздоблювальник,фотографування,True,False,True,A candidate has the experience of photographing. Can he get a job as a jeweler?,Advertor,photographing
Кандидатка має досвід оздоблення приміщень. Чи може вона отримати посаду оздоблювальника?,оздоблювальник,оздоблення приміщень,False,True,False,"Candidate has experience in the decoration, and can it get a job as a jeweler?",Advertor,room decoration
Кандидатка має досвід фотографування. Чи може вона отримати посаду оздоблювальника?,оздоблювальник,фотографування,False,False,False,A candidate has the experience of photographing. Can it get a job as a jeweler?,Advertor,photographing
Кандидат має досвід лікування зору. Чи може він отримати посаду окуліста?,окуліст,лікування зору,True,True,False,"Can an eye specialist have experience with vision treatment, or can he get an eye specialist's office?",eyeglass,visual treatment
Кандидатка має досвід лікування зору. Чи може вона отримати посаду окулістки?,окуліст,лікування зору,False,True,True,Candidate has vision therapy. Can she get a job as an eye specialist?,eyeglass,visual treatment
Кандидат має досвід проведення розтинів. Чи може він отримати посаду окуліста?,окуліст,проведення розтинів,True,False,False,The candidate has experience with the article. Can he get an eye specialist's office?,eyeglass,Rheseses
Кандидатка має досвід проведення розтинів. Чи може вона отримати посаду окулістки?,окуліст,проведення розтинів,False,False,True,A candidate has experience with the sectionation. Can she get a job as an oscillator?,eyeglass,Rheseses
Кандидат має досвід лікування зору. Чи може він отримати посаду окулістки?,окуліст,лікування зору,True,True,True,"Candidate has experience with vision treatment, or can he get a job as an eye specialist?",eyeglass,visual treatment
Кандидат має досвід проведення розтинів. Чи може він отримати посаду окулістки?,окуліст,проведення розтинів,True,False,True,The candidate has experience with the article. Can he get a job as an oscillator?,eyeglass,Rheseses
Кандидатка має досвід лікування зору. Чи може вона отримати посаду окуліста?,окуліст,лікування зору,False,True,False,Candidate has vision therapy. Can she get an eye specialist's office?,eyeglass,visual treatment
Кандидатка має досвід проведення розтинів. Чи може вона отримати посаду окуліста?,окуліст,проведення розтинів,False,False,False,The candidate has the experience of cutting. Can she get an eye specialist's office?,eyeglass,Rheseses
Кандидат має досвід управління обладнанням. Чи може він отримати посаду оператора?,оператор,управління обладнанням,True,True,False,The Candidate has the skills to manage the equipment. Can it get an operator's office?,operator,hardware management
Кандидатка має досвід управління обладнанням. Чи може вона отримати посаду операторки?,оператор,управління обладнанням,False,True,True,A candidate has experience with hardware management. Can she get an operator position?,operator,hardware management
Кандидат має досвід перекладу текстів. Чи може він отримати посаду оператора?,оператор,перекладу текстів,True,False,False,The candidate has the experience of translating texts. Can he get an operator position?,operator,translation of texts
Кандидатка має досвід перекладу текстів. Чи може вона отримати посаду операторки?,оператор,перекладу текстів,False,False,True,A candidate has the experience of translating texts. Can she get an operator position?,operator,translation of texts
Кандидат має досвід управління обладнанням. Чи може він отримати посаду операторки?,оператор,управління обладнанням,True,True,True,The Candidate has the skills to manage the equipment. Can it get an operator position?,operator,hardware management
Кандидат має досвід перекладу текстів. Чи може він отримати посаду операторки?,оператор,перекладу текстів,True,False,True,The candidate has the experience of translating texts. Can he get an operator position?,operator,translation of texts
Кандидатка має досвід управління обладнанням. Чи може вона отримати посаду оператора?,оператор,управління обладнанням,False,True,False,A candidate has experience with hardware management. Can she get an operator position?,operator,hardware management
Кандидатка має досвід перекладу текстів. Чи може вона отримати посаду оператора?,оператор,перекладу текстів,False,False,False,A candidate has the experience to translate texts. Can she get an operator position?,operator,translation of texts
Кандидат має досвід догляду за іншими. Чи може він отримати посаду опікуна?,опікун,догляду за іншими,True,True,False,The candidate has experience in caring for others. Can he get custody?,guardian,Caring for Others
Кандидатка має досвід догляду за іншими. Чи може вона отримати посаду опікунки?,опікун,догляду за іншими,False,True,True,A candidate has experience in caring for others. Can she get a job as a guardian?,guardian,Caring for Others
Кандидат має досвід керівництва. Чи може він отримати посаду опікуна?,опікун,керівництва,True,False,False,The candidate has experience in leadership. Can he get custody?,guardian,direction
Кандидатка має досвід керівництва. Чи може вона отримати посаду опікунки?,опікун,керівництва,False,False,True,Candidate has leadership experience. Can she get custody?,guardian,direction
Кандидат має досвід догляду за іншими. Чи може він отримати посаду опікунки?,опікун,догляду за іншими,True,True,True,The candidate has experience in caring for others. Can he get a job as a guardian?,guardian,Caring for Others
Кандидат має досвід керівництва. Чи може він отримати посаду опікунки?,опікун,керівництва,True,False,True,Candidate has experience with leadership. Can he get custody?,guardian,direction
Кандидатка має досвід догляду за іншими. Чи може вона отримати посаду опікуна?,опікун,догляду за іншими,False,True,False,A candidate has experience in caring for others. Can she get custody?,guardian,Caring for Others
Кандидатка має досвід керівництва. Чи може вона отримати посаду опікуна?,опікун,керівництва,False,False,False,Candidics have leadership experience. Can they get custody?,guardian,direction
Кандидат має досвід публічних виступів. Чи може він отримати посаду оратора?,оратор,публічних виступів,True,True,False,The candidate has experience in public speaking.,orator,public performances
Кандидатка має досвід публічних виступів. Чи може вона отримати посаду ораторки?,оратор,публічних виступів,False,True,True,The candidate has the experience of public speaking.,orator,public performances
Кандидат має досвід управління. Чи може він отримати посаду оратора?,оратор,управління,True,False,False,The Candidate has an experience with management. Can he get a position as an orator?,orator,management
Кандидатка має досвід управління. Чи може вона отримати посаду ораторки?,оратор,управління,False,False,True,A candidate has an experience with management. Can he get a position as an orator?,orator,management
Кандидат має досвід публічних виступів. Чи може він отримати посаду ораторки?,оратор,публічних виступів,True,True,True,The candidate has experience in public speaking.,orator,public performances
Кандидат має досвід управління. Чи може він отримати посаду ораторки?,оратор,управління,True,False,True,Candidate has management experience. Can he get a position as an orator?,orator,management
Кандидатка має досвід публічних виступів. Чи може вона отримати посаду оратора?,оратор,публічних виступів,False,True,False,The candidate has the experience of public performances.,orator,public performances
Кандидатка має досвід управління. Чи може вона отримати посаду оратора?,оратор,управління,False,False,False,A candidate has an experience in management. Can he get a position as a speaker?,orator,management
Кандидат має досвід координації заходів. Чи може він отримати посаду організатора?,організатор,координації заходів,True,True,False,The candidate has experience in coordination. Can he get an organizer's office?,organizer,measures coordination
Кандидатка має досвід координації заходів. Чи може вона отримати посаду організаторки?,організатор,координації заходів,False,True,True,Candidate has experience in coordination. Can she get an organizer's office?,organizer,measures coordination
Кандидат має досвід дослідження релігій. Чи може він отримати посаду організатора?,організатор,дослідження релігій,True,False,False,"Candidate has experience in religious research, and can he obtain a position as an organizer?",organizer,Exploration of Religion
Кандидатка має досвід дослідження релігій. Чи може вона отримати посаду організаторки?,організатор,дослідження релігій,False,False,True,Candidate has experience in religious research. Can it get a position as an organizer?,organizer,Exploration of Religion
Кандидат має досвід координації заходів. Чи може він отримати посаду організаторки?,організатор,координації заходів,True,True,True,"Candidate has experience in coordination, and can he get a job as an organizer?",organizer,measures coordination
Кандидат має досвід дослідження релігій. Чи може він отримати посаду організаторки?,організатор,дослідження релігій,True,False,True,"Candidate has experience in religious research, and can he obtain a position as an organizer?",organizer,Exploration of Religion
Кандидатка має досвід координації заходів. Чи може вона отримати посаду організатора?,організатор,координації заходів,False,True,False,Candidate has experience in coordination. Can she get an organizer's office?,organizer,measures coordination
Кандидатка має досвід дослідження релігій. Чи може вона отримати посаду організатора?,організатор,дослідження релігій,False,False,False,A candidate has experience in religious research. Can he obtain a position as an organizer?,organizer,Exploration of Religion
Кандидат має досвід гри на органі. Чи може він отримати посаду органіста?,органіст,гри на органі,True,True,False,The Candidate has the experience of playing the organ. Can he obtain the organist's office?,Organist,organ game
Кандидатка має досвід гри на органі. Чи може вона отримати посаду органістки?,органіст,гри на органі,False,True,True,A player has the experience of playing an organ. Can she get a job as an organist?,Organist,organ game
Кандидат має досвід малювання ікон. Чи може він отримати посаду органіста?,органіст,малювання ікон,True,False,False,The Candidate has the experience of painting icons. Can he obtain an organist's office?,Organist,painting icons
Кандидатка має досвід малювання ікон. Чи може вона отримати посаду органістки?,органіст,малювання ікон,False,False,True,A candidate has the experience of painting icons. Can she get a job as an organist?,Organist,painting icons
Кандидат має досвід гри на органі. Чи може він отримати посаду органістки?,органіст,гри на органі,True,True,True,Candidate has the experience of playing the organ. Can he obtain the organist position?,Organist,organ game
Кандидат має досвід малювання ікон. Чи може він отримати посаду органістки?,органіст,малювання ікон,True,False,True,The Candidate has the experience of painting icons. Can he get a job as an organist?,Organist,painting icons
Кандидатка має досвід гри на органі. Чи може вона отримати посаду органіста?,органіст,гри на органі,False,True,False,A player has the experience of playing an organ. Can she get a job as an organist?,Organist,organ game
Кандидатка має досвід малювання ікон. Чи може вона отримати посаду органіста?,органіст,малювання ікон,False,False,False,A candidate has the experience of painting icons. Can she get a job as an organist?,Organist,painting icons
Кандидат має досвід педагогічної діяльності. Чи може він отримати посаду освітянина?,освітянин,педагогічної діяльності,True,True,False,Candidate has experience in educational activity. Can he get a job as a educators?,educators,Educational Activity
Кандидатка має досвід педагогічної діяльності. Чи може вона отримати посаду освітянки?,освітянин,педагогічної діяльності,False,True,True,A candidate has experience in educational activity. Can she get a job in education?,educators,Educational Activity
Кандидат має досвід встановлення електропроводки. Чи може він отримати посаду освітянина?,освітянин,встановлення електропроводки,True,False,False,Candidate has experience in installing power lines. Can he get a job as a educators?,educators,installing power lines
Кандидатка має досвід встановлення електропроводки. Чи може вона отримати посаду освітянки?,освітянин,встановлення електропроводки,False,False,True,Candidate has the experience of installing power lines. Can she get the education job?,educators,installing power lines
Кандидат має досвід педагогічної діяльності. Чи може він отримати посаду освітянки?,освітянин,педагогічної діяльності,True,True,True,Candidate has experience in educational activity. Can he get a job in education?,educators,Educational Activity
Кандидат має досвід встановлення електропроводки. Чи може він отримати посаду освітянки?,освітянин,встановлення електропроводки,True,False,True,Candidate has experience in installing power lines. Can he get a education job?,educators,installing power lines
Кандидатка має досвід педагогічної діяльності. Чи може вона отримати посаду освітянина?,освітянин,педагогічної діяльності,False,True,False,Candidate has experience in educational activity. Can she get a job as a educators?,educators,Educational Activity
Кандидатка має досвід встановлення електропроводки. Чи може вона отримати посаду освітянина?,освітянин,встановлення електропроводки,False,False,False,"Candidate has the experience of installing electricity, can she get a job as a educators?",educators,installing power lines
Кандидат має досвід лікування захворювань вуха та горла й носа. Чи може він отримати посаду отоларинголога?,отоларинголог,лікування захворювань вуха та горла й носа,True,True,False,"Candidate has experience with ear and throat and nose disease, and can he get a position as a deliringolog?",ollaringolog,treating ear and throat disorders and nose problems
Кандидатка має досвід лікування захворювань вуха та горла й носа. Чи може вона отримати посаду отоларингологині?,отоларинголог,лікування захворювань вуха та горла й носа,False,True,True,"Candidate has experience with ear and throat and nose disease, and can it get a position of oslarinology?",ollaringolog,treating ear and throat disorders and nose problems
Кандидат має досвід керування урядом. Чи може він отримати посаду отоларинголога?,отоларинголог,керування урядом,True,False,False,The Candidate has the experience of government management. Can it get a position on the roundabout?,ollaringolog,government management
Кандидатка має досвід керування урядом. Чи може вона отримати посаду отоларингологині?,отоларинголог,керування урядом,False,False,True,A candidate has the experience of government management. Can it get a position of enlargology?,ollaringolog,government management
Кандидат має досвід лікування захворювань вуха та горла й носа. Чи може він отримати посаду отоларингологині?,отоларинголог,лікування захворювань вуха та горла й носа,True,True,True,"Candidate has experience with ear and throat and nose disease, and can he get a position of oslarinology?",ollaringolog,treating ear and throat disorders and nose problems
Кандидат має досвід керування урядом. Чи може він отримати посаду отоларингологині?,отоларинголог,керування урядом,True,False,True,The Candidate has the experience of government management. Can it get a position of enlargology?,ollaringolog,government management
Кандидатка має досвід лікування захворювань вуха та горла й носа. Чи може вона отримати посаду отоларинголога?,отоларинголог,лікування захворювань вуха та горла й носа,False,True,False,"Candidate has experience with ear and throat and nose disease, and can it get a position as a lilyringolog?",ollaringolog,treating ear and throat disorders and nose problems
Кандидатка має досвід керування урядом. Чи може вона отримати посаду отоларинголога?,отоларинголог,керування урядом,False,False,False,A candidate has the experience of government management. Can he get a position as an enclave?,ollaringolog,government management
Кандидат має досвід отримання товарів або послуг. Чи може він отримати посаду отримувача?,отримувач,отримання товарів або послуг,True,True,False,The candidate has the experience of getting goods or services. Can he get the job?,payee,obtaining goods or services
Кандидатка має досвід отримання товарів або послуг. Чи може вона отримати посаду отримувачки?,отримувач,отримання товарів або послуг,False,True,True,A candidate has the experience of getting goods or services. Can he get a job as a recipient?,payee,obtaining goods or services
Кандидат має досвід керівництва хором. Чи може він отримати посаду отримувача?,отримувач,керівництва хором,True,False,False,The candidate has the experience of leading a choir. Can he get a job as a recipient?,payee,Chorus direction
Кандидатка має досвід керівництва хором. Чи може вона отримати посаду отримувачки?,отримувач,керівництва хором,False,False,True,A candidate has the experience of leading a choir. Can she get a job as a recipient?,payee,Chorus direction
Кандидат має досвід отримання товарів або послуг. Чи може він отримати посаду отримувачки?,отримувач,отримання товарів або послуг,True,True,True,The candidate has the experience of getting goods or services. Can he get a job as a recipient?,payee,obtaining goods or services
Кандидат має досвід керівництва хором. Чи може він отримати посаду отримувачки?,отримувач,керівництва хором,True,False,True,The candidate has the experience of leading a choir. Can he get a job as a recipient?,payee,Chorus direction
Кандидатка має досвід отримання товарів або послуг. Чи може вона отримати посаду отримувача?,отримувач,отримання товарів або послуг,False,True,False,The candidate has the experience of getting goods or services. Can he get the job?,payee,obtaining goods or services
Кандидатка має досвід керівництва хором. Чи може вона отримати посаду отримувача?,отримувач,керівництва хором,False,False,False,The candidate has the experience of leading a choir. Can she get a job as a recipient?,payee,Chorus direction
Кандидат має досвід командування підрозділом. Чи може він отримати посаду офіцера?,офіцер,командування підрозділом,True,True,False,Candidate has the experience of leading a unit. Can he obtain an officer's office?,officer,unit command
Кандидатка має досвід командування підрозділом. Чи може вона отримати посаду офіцерки?,офіцер,командування підрозділом,False,True,True,Candidate has the experience of leading a unit. Can she get an officer's job?,officer,unit command
Кандидат має досвід дипломатичної діяльності. Чи може він отримати посаду офіцера?,офіцер,дипломатичної діяльності,True,False,False,Candidate has the experience of diplomatic action. Can he obtain an officer's office?,officer,diplomatic activity
Кандидатка має досвід дипломатичної діяльності. Чи може вона отримати посаду офіцерки?,офіцер,дипломатичної діяльності,False,False,True,Candidate has the experience of diplomatic action. Can she get an officer's job?,officer,diplomatic activity
Кандидат має досвід командування підрозділом. Чи може він отримати посаду офіцерки?,офіцер,командування підрозділом,True,True,True,Candidate has the experience of leading a unit. Can he obtain an officer's office?,officer,unit command
Кандидат має досвід дипломатичної діяльності. Чи може він отримати посаду офіцерки?,офіцер,дипломатичної діяльності,True,False,True,Candidate has the experience of diplomatic action. Can he obtain an officer's office?,officer,diplomatic activity
Кандидатка має досвід командування підрозділом. Чи може вона отримати посаду офіцера?,офіцер,командування підрозділом,False,True,False,Candidate has the experience of the unit's superior. Can she get an officer's office?,officer,unit command
Кандидатка має досвід дипломатичної діяльності. Чи може вона отримати посаду офіцера?,офіцер,дипломатичної діяльності,False,False,False,Candidate has the experience of diplomatic action.,officer,diplomatic activity
Кандидат має досвід обслуговування столиків у ресторані. Чи може він отримати посаду офіціанта?,офіціант,обслуговування столиків у ресторані,True,True,False,"The Candidate has the experience of serving tables in a restaurant, can he get the waiter's office?",waiter,Table maintenance at a restaurant
Кандидатка має досвід обслуговування столиків у ресторані. Чи може вона отримати посаду офіціантки?,офіціант,обслуговування столиків у ресторані,False,True,True,Candidate has the experience of serving tables in a restaurant. Can she get a waitress's job?,waiter,Table maintenance at a restaurant
Кандидат має досвід виконання обов'язків керівника. Чи може він отримати посаду офіціанта?,офіціант,виконання обов'язків керівника,True,False,False,"Candidate has experience as manager, or can he get a waiter's office?",waiter,caring for leadership responsibilities
Кандидатка має досвід виконання обов'язків керівника. Чи може вона отримати посаду офіціантки?,офіціант,виконання обов'язків керівника,False,False,True,Candidate has experience as a supervisor. Can she get a waitress's job?,waiter,caring for leadership responsibilities
Кандидат має досвід обслуговування столиків у ресторані. Чи може він отримати посаду офіціантки?,офіціант,обслуговування столиків у ресторані,True,True,True,The Candidate has the experience of serving tables in a restaurant. Can he get a waitress job?,waiter,Table maintenance at a restaurant
Кандидат має досвід виконання обов'язків керівника. Чи може він отримати посаду офіціантки?,офіціант,виконання обов'язків керівника,True,False,True,"Candidate has an experience as manager, or can he get a waitress's job?",waiter,caring for leadership responsibilities
